image_0.png,target,156,98,237,136,
image_1.png,target,153,94,233,134,
image_102.png,target,357,102,400,134,
image_12.png,target,175,78,252,122,
image_129.png,target,350,91,400,124,
image_130.png,target,327,77,400,123,
image_131.png,target,314,78,400,124,
image_132.png,target,288,81,374,128,
image_134.png,target,260,91,342,136,
image_135.png,target,244,92,327,139,
image_139.png,target,183,99,273,143,
image_14.png,target,177,77,255,122,
image_143.png,target,115,98,198,139,
image_145.png,target,88,98,174,140,
image_147.png,target,52,99,142,141,
image_148.png,target,41,100,130,142,
image_149.png,target,20,106,105,149,
image_15.png,target,179,75,254,118,
image_151.png,target,1,111,74,154,
image_152.png,target,1,114,55,155,
image_16.png,target,177,75,255,118,
image_17.png,target,176,75,253,120,
image_170.png,target,1,126,77,168,
image_172.png,target,22,124,105,167,
image_174.png,target,50,119,134,162,
image_175.png,target,70,113,154,156,
image_176.png,target,82,107,165,152,
image_177.png,target,101,102,186,144,
image_18.png,target,171,76,251,120,
image_180.png,target,140,93,226,139,
image_181.png,target,163,84,247,131,
image_184.png,target,196,81,277,127,
image_185.png,target,209,82,288,129,
image_186.png,target,213,83,291,130,
image_187.png,target,218,85,296,132,
image_188.png,target,218,88,296,133,
image_189.png,target,216,90,295,136,
image_193.png,target,199,104,280,157,
image_194.png,target,198,111,277,162,
image_195.png,target,195,123,271,172,
image_196.png,target,193,129,269,180,
image_2.png,target,149,93,230,132,
image_20.png,target,167,78,244,122,
image_201.png,target,188,174,265,224,
image_202.png,target,186,185,266,234,
image_203.png,target,189,190,266,236,
image_205.png,target,192,202,270,251,
image_206.png,target,190,211,268,260,
image_207.png,target,189,215,268,265,
image_208.png,target,189,224,268,272,
image_21.png,target,160,80,239,123,
image_210.png,target,191,224,267,269,
image_211.png,target,190,221,270,266,
image_212.png,target,192,210,272,259,
image_213.png,target,195,205,274,254,
image_214.png,target,194,199,276,244,
image_216.png,target,195,187,274,235,
image_218.png,target,190,159,270,207,
image_220.png,target,190,133,268,182,
image_221.png,target,190,129,269,173,
image_225.png,target,199,96,279,142,
image_23.png,target,156,77,233,121,
image_232.png,target,205,19,284,66,
image_233.png,target,209,10,287,58,
image_238.png,target,200,9,278,57,
image_239.png,target,199,14,277,62,
image_24.png,target,154,77,231,121,
image_240.png,target,200,24,278,69,
image_242.png,target,201,29,280,76,
image_245.png,target,200,47,278,93,
image_247.png,target,200,56,276,103,
image_248.png,target,199,60,278,106,
image_249.png,target,200,63,277,107,
image_250.png,target,199,68,277,113,
image_253.png,target,194,82,275,125,
image_254.png,target,196,92,273,139,
image_255.png,target,193,107,272,154,
image_256.png,target,188,129,267,173,
image_257.png,target,184,138,264,183,
image_258.png,target,185,142,263,184,
image_260.png,target,184,153,263,197,
image_261.png,target,184,163,261,207,
image_262.png,target,182,166,261,212,
image_263.png,target,180,175,258,220,
image_264.png,target,178,179,257,223,
image_265.png,target,178,185,258,227,
image_267.png,target,179,187,258,230,
image_268.png,target,182,182,261,225,
image_269.png,target,183,180,262,220,
image_270.png,target,185,170,265,215,
image_271.png,target,193,161,272,205,
image_272.png,target,194,160,272,203,
image_273.png,target,194,157,272,198,
image_274.png,target,197,145,275,188,
image_276.png,target,198,137,277,177,
image_278.png,target,196,120,277,164,
image_280.png,target,194,110,273,154,
image_282.png,target,190,94,270,138,
image_283.png,target,191,87,269,129,
image_284.png,target,193,79,273,122,
image_289.png,target,198,48,275,94,
image_29.png,target,157,70,235,114,
image_291.png,target,195,46,272,90,
image_292.png,target,186,49,264,93,
image_293.png,target,185,52,262,94,
image_296.png,target,211,52,296,98,
image_297.png,target,177,61,262,106,
image_298.png,target,265,47,345,93,
image_3.png,target,146,96,223,134,
image_30.png,target,156,70,232,115,
image_300.png,target,203,54,288,97,
image_301.png,target,192,56,272,99,
image_303.png,target,191,51,271,96,
image_306.png,target,240,39,328,82,
image_307.png,target,252,36,339,81,
image_308.png,target,278,34,354,77,
image_31.png,target,153,70,229,115,
image_310.png,target,240,34,329,77,
image_311.png,target,228,36,316,78,
image_313.png,target,189,41,270,83,
image_314.png,target,186,43,265,86,
image_315.png,target,186,42,267,85,
image_318.png,target,241,33,332,77,
image_32.png,target,150,70,230,115,
image_320.png,target,281,29,358,72,
image_323.png,target,275,24,353,67,
image_324.png,target,260,17,343,60,
image_325.png,target,257,15,336,56,
image_326.png,target,240,11,325,52,
image_328.png,target,226,4,307,49,
image_33.png,target,146,70,227,114,
image_330.png,target,211,1,292,33,
image_331.png,target,206,1,283,32,
image_335.png,target,181,1,252,37,
image_336.png,target,180,1,252,33,
image_337.png,target,179,1,252,30,
image_339.png,target,191,1,268,34,
image_34.png,target,136,70,217,111,
image_340.png,target,197,1,271,38,
image_343.png,target,197,1,277,47,
image_344.png,target,200,5,278,51,
image_345.png,target,200,8,279,55,
image_346.png,target,201,14,280,60,
image_347.png,target,201,16,280,60,
image_35.png,target,127,68,208,111,
image_351.png,target,194,10,274,55,
image_352.png,target,194,10,273,53,
image_354.png,target,192,6,270,52,
image_355.png,target,188,7,268,54,
image_356.png,target,184,4,264,52,
image_358.png,target,178,7,255,54,
image_363.png,target,171,12,251,60,
image_364.png,target,171,15,249,61,
image_365.png,target,172,15,251,62,
image_367.png,target,168,16,245,60,
image_368.png,target,166,13,244,60,
image_369.png,target,165,12,240,58,
image_37.png,target,120,71,199,114,
image_370.png,target,160,10,239,57,
image_372.png,target,159,16,238,63,
image_374.png,target,166,19,246,66,
image_375.png,target,170,19,250,67,
image_376.png,target,173,20,250,65,
image_377.png,target,174,17,251,63,
image_378.png,target,174,16,250,61,
image_382.png,target,168,4,246,51,
image_383.png,target,169,5,246,52,
image_384.png,target,169,7,248,52,
image_385.png,target,176,7,254,53,
image_387.png,target,176,12,257,58,
image_389.png,target,180,13,261,59,
image_39.png,target,117,71,193,115,
image_394.png,target,182,5,262,49,
image_395.png,target,184,5,264,51,
image_396.png,target,187,6,266,50,
image_397.png,target,189,8,267,52,
image_399.png,target,185,10,264,52,
image_4.png,target,139,95,220,133,
image_400.png,target,185,9,263,53,
image_401.png,target,183,6,262,51,
image_404.png,target,190,3,269,46,
image_407.png,target,190,1,266,40,
image_408.png,target,198,1,280,35,
image_41.png,target,116,69,194,112,
image_411.png,target,187,1,243,12,
image_412.png,target,180,1,231,8,
image_42.png,target,117,66,195,111,
image_43.png,target,117,66,197,111,
image_44.png,target,119,67,196,111,
image_45.png,target,117,67,194,112,
image_46.png,target,102,75,186,120,
image_49.png,target,41,95,135,138,
image_50.png,target,22,98,114,141,
image_51.png,target,1,102,76,144,
image_6.png,target,140,89,220,129,
image_7.png,target,149,86,231,125,
image_72.png,target,1,69,22,105,
image_74.png,target,1,70,76,111,
image_75.png,target,16,59,104,97,
image_76.png,target,30,57,114,94,
image_79.png,target,72,59,157,95,
image_8.png,target,162,80,243,123,
image_80.png,target,80,60,169,96,
image_81.png,target,102,64,190,104,
image_82.png,target,125,70,214,108,
image_84.png,target,165,74,253,112,
image_86.png,target,194,78,278,117,
image_87.png,target,199,80,283,118,
image_89.png,target,217,86,298,127,
image_9.png,target,167,81,246,123,
image_91.png,target,240,90,324,132,
image_93.png,target,259,96,340,139,
image_94.png,target,270,98,351,142,
image_95.png,target,275,99,358,143,
image_97.png,target,299,94,381,141,
